%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1562019563120014342,15110,1562019563099999905,gpsRover,2,3,33.774414091,-84.4054652423,276.834,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563169983250,15111,1562019563150000095,gpsRover,2,3,33.7744124865,-84.4054648348,276.829,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563220028423,15112,1562019563200000048,gpsRover,2,3,33.7744109193,-84.4054643477,276.824,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563269956001,15113,1562019563250000000,gpsRover,2,3,33.7744093508,-84.4054640283,276.842,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563319859223,15114,1562019563299999952,gpsRover,2,3,33.7744078237,-84.4054634128,276.814,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563369800309,15115,1562019563349999905,gpsRover,2,3,33.7744063675,-84.4054626565,276.841,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563420749473,15116,1562019563400000095,gpsRover,2,3,33.7744048598,-84.4054619848,276.829,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563469769575,15117,1562019563450000048,gpsRover,2,3,33.774403464,-84.405461259,276.827,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563519679818,15118,1562019563500000000,gpsRover,2,3,33.7744019067,-84.405460378,276.852,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563569610699,15119,1562019563549999952,gpsRover,2,3,33.7744005542,-84.4054596882,276.832,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563619663538,15120,1562019563599999905,gpsRover,2,3,33.7743991672,-84.4054588147,276.847,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563673547438,15121,1562019563650000095,gpsRover,2,3,33.7743978308,-84.4054579785,276.831,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563720457889,15122,1562019563700000048,gpsRover,2,3,33.7743964273,-84.4054572457,276.889,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563769465725,15123,1562019563750000000,gpsRover,2,3,33.774395187,-84.405456047,276.833,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563819512974,15124,1562019563799999952,gpsRover,2,3,33.7743937767,-84.4054551348,276.857,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563870367644,15125,1562019563849999905,gpsRover,2,3,33.7743925117,-84.405454129,276.864,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563919386762,15126,1562019563900000095,gpsRover,2,3,33.7743911447,-84.4054531297,276.879,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019563969329809,15127,1562019563950000048,gpsRover,2,3,33.7743899502,-84.4054520803,276.861,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019564020214132,15128,1562019564000000000,gpsRover,2,3,33.7743886358,-84.4054508565,276.854,0.000625,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019564078303856,15129,1562019564049999952,gpsRover,2,3,33.774387416,-84.4054498995,276.85,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564120173262,15130,1562019564099999905,gpsRover,2,3,33.7743862045,-84.4054486602,276.851,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564169138861,15131,1562019564150000095,gpsRover,2,3,33.7743849487,-84.4054475467,276.881,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564220183747,15132,1562019564200000048,gpsRover,2,3,33.7743838345,-84.405446421,276.873,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564270043213,15133,1562019564250000000,gpsRover,2,3,33.7743828438,-84.4054451623,276.854,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564319014025,15134,1562019564299999952,gpsRover,2,3,33.7743816642,-84.4054439467,276.854,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564369998344,15135,1562019564349999905,gpsRover,2,3,33.7743805772,-84.4054427492,276.872,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564419990037,15136,1562019564400000095,gpsRover,2,3,33.7743795213,-84.4054414997,276.853,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564470872735,15137,1562019564450000048,gpsRover,2,3,33.7743784208,-84.4054403657,276.883,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564519871390,15138,1562019564500000000,gpsRover,2,3,33.7743774087,-84.4054391383,276.889,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564573795413,15139,1562019564549999952,gpsRover,2,3,33.7743762733,-84.4054379672,276.869,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564620759917,15140,1562019564599999905,gpsRover,2,3,33.774375282,-84.4054368505,276.892,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564669787928,15141,1562019564650000095,gpsRover,2,3,33.7743742495,-84.4054356512,276.863,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564720740139,15142,1562019564700000048,gpsRover,2,3,33.7743732613,-84.4054343992,276.869,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564770704987,15143,1562019564750000000,gpsRover,2,3,33.7743721685,-84.4054331757,276.855,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564819767962,15144,1562019564799999952,gpsRover,2,3,33.774371114,-84.4054320495,276.872,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564869780593,15145,1562019564849999905,gpsRover,2,3,33.7743700275,-84.405430853,276.849,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564919555106,15146,1562019564900000095,gpsRover,2,3,33.7743689528,-84.4054297105,276.906,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019564969564476,15147,1562019564950000048,gpsRover,2,3,33.7743678943,-84.4054284188,276.889,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019565019632836,15148,1562019565000000000,gpsRover,2,3,33.7743668697,-84.4054272447,276.904,0.000784,0.0,0.0,0.0,0.000225,0.0,0.0,0.0,0.0016,2
1562019565078447986,15149,1562019565049999952,gpsRover,2,3,33.7743659243,-84.4054259512,276.865,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565120445414,15150,1562019565099999905,gpsRover,2,3,33.7743648312,-84.4054248163,276.87,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
1562019565170417049,15151,1562019565150000095,gpsRover,2,3,33.7743638813,-84.405423587,276.874,0.000676,0.0,0.0,0.0,0.000196,0.0,0.0,0.0,0.001444,2
